"DisplayName","DisplayVersion","Publisher","InstallDate"
"Claude","0.7.7","Anthropic PBC","20250104"
"Dokumente","1.0","Google\Chrome","20250103"
"Figma","124.6.5","Figma, Inc.","20250105"
"Google Chrome","131.0.6778.205","Google LLC","20250102"
"Microsoft 365 - de-de","16.0.18227.20162","Microsoft Corporation",
"Microsoft Edge","131.0.2903.112","Microsoft Corporation","20250103"
"Microsoft Edge WebView2-Laufzeit","131.0.2903.112","Microsoft Corporation","20250103"
"Microsoft OneDrive","22.176.0821.0002","Microsoft Corporation",
"Microsoft OneNote - de-de","16.0.18227.20162","Microsoft Corporation",
"Microsoft Teams Meeting Add-in for Microsoft Office","1.24.28402","Microsoft","20250103"
"Microsoft Visual C++ 2022 Arm64 Runtime - 14.40.33810","14.40.33810","Microsoft Corporation","20250104"
"Microsoft Visual C++ 2022 Redistributable (Arm64) - 14.38.33130","14.38.33130.0","Microsoft Corporation",
"Microsoft Visual Studio Code (User)","1.96.2","Microsoft Corporation","20250102"
"Notion 4.2.0","4.2.0","Notion Labs, Inc",
"Office 16 Click-to-Run Extensibility Component","16.0.18227.20082","Microsoft Corporation","20250104"
"Office 16 Click-to-Run Licensing Component","16.0.18227.20162","Microsoft Corporation","20250104"
"Office 16 Click-to-Run Localization Component","16.0.18227.20082","Microsoft Corporation","20250104"
"Paint.NET","5.1.2","dotPDN LLC","20250103"
"PowerToys (Preview)","0.87.1","Microsoft Corporation","20250104"
"PowerToys (Preview) ARM64","0.87.1","Microsoft Corporation",
"RustDesk","1.3.6.28913929","PURSLANE","20241222"
"Sheets","1.0","Google\Chrome","20250103"
"Signal 7.36.1","7.36.1","Signal Messenger, LLC",
