"DisplayName","DisplayVersion","Publisher","InstallDate"
"Microsoft.PowerAutomateDesktop","11.2412.242.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.Todos","2.114.7122.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.Whiteboard","54.20907.567.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.Windows.DevHome","0.1900.687.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.Windows.SecureAssessmentBrowser","10.0.22621.2506","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.WindowsFeedbackHub","1.2411.17101.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.WindowsNotepad","11.2410.21.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.ZuneVideo","10.24111.10061.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MicrosoftCorporationII.MicrosoftFamily","0.2.40.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MicrosoftCorporationII.WinAppRuntime.Main.1.5","5001.311.2039.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MicrosoftCorporationII.WinAppRuntime.Singleton","6000.318.2304.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MicrosoftTeams","24124.2402.2858.5617","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MSTeams","24295.605.3225.8804","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"NcsiUwpApp","1000.22621.1.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Office 16 Click-to-Run Extensibility Component","16.0.18227.20082","Microsoft Corporation","20241209"
"Office 16 Click-to-Run Licensing Component","16.0.18227.20162","Microsoft Corporation","20241213"
"Office 16 Click-to-Run Localization Component","16.0.18227.20082","Microsoft Corporation","20241209"
"PDF24 Creator","11.1.0","geek software GmbH","20240711"
"ProjectLibre","1.9.3","ProjectLibre","20240722"
"Securepoint Antivirus Pro","3.5.13","Securepoint GmbH","20240711"
"SenaryTechnologyLimited.SenarySmartAudio","2.45.9.0","CN=0F0AD9E1-5E20-4F73-9864-163EC6D96846",
"Thinkpad USB Ethernet Adapter Driver","11.16.0829.2024","Lenovo","20241104"
"Wazuh Agent","4.7.3","Wazuh, Inc.","20240711"
"WebAdvisor von McAfee","4.1.1.995","McAfee, LLC",
