"DisplayName","DisplayVersion","Publisher","InstallDate"
"Microsoft.Windows.DevHome","0.0.0.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.Windows.SecureAssessmentBrowser","10.0.22621.2506","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.WindowsFeedbackHub","1.2411.17101.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.WindowsNotepad","11.2410.21.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"Microsoft.ZuneVideo","10.24111.10061.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MicrosoftTeams","24334.1103.3302.5694","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"MSTeams","24295.605.3225.8804","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"NcsiUwpApp","1000.22621.1.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",
"nomacs - Image Lounge","3.8.0","TU Wien","20200813"
"Office 16 Click-to-Run Extensibility Component","16.0.17425.20146","Microsoft Corporation","20240409"
"Office 16 Click-to-Run Extensibility Component 64-bit Registration","16.0.17425.20146","Microsoft Corporation","20240409"
"Office 16 Click-to-Run Licensing Component","16.0.17531.20152","Microsoft Corporation","20240522"
"Office 16 Click-to-Run Localization Component","16.0.17425.20146","Microsoft Corporation","20240409"
"Securepoint Antivirus Pro","3.5.13","Securepoint GmbH","20220322"
"Update for Windows 10 for x64-based Systems (KB5001716)","8.94.0.0","Microsoft Corporation","20240408"
"VLC media player","2.2.3","VideoLAN",
"Wazuh Agent","4.7.3","Wazuh, Inc.","20240506"
"Windows Driver Package - HP Inc. BrCow_4_4_19_1414 ActivityMonitor  (09/11/2024 4.4.19.1414)","09/11/2024 4.4.19.1414","HP Inc.",
"Windows Driver Package - HP Inc. BrCow_4_4_21_937 ActivityMonitor  (12/05/2024 4.4.21.937)","12/05/2024 4.4.21.937","HP Inc.",
"Windows Driver Package - HP Inc. BrFilter_4_4_19_1414 ActivityMonitor  (09/11/2024 4.4.19.1414)","09/11/2024 4.4.19.1414","HP Inc.",
"Windows Driver Package - HP Inc. BrFilter_4_4_21_937 ActivityMonitor  (12/05/2024 4.4.21.937)","12/05/2024 4.4.21.937","HP Inc.",
"Windows Driver Package - HP Inc. sselam_4_4_19_828 AntiVirus  (08/09/2024 4.4.19.828)","08/09/2024 4.4.19.828","HP Inc.",
